City,Cloudiness (%),Country,Date,Humidity (%),Temperature (F),Latitude (Deg),Longitude (Deg),Wind Speed (mph)
diu,100,IN,09/01/2019,89,78.17,20.71,70.98,7.92
beringovskiy,100,RU,09/01/2019,89,45.41,63.05,179.32,7.4
mwene-ditu,77,CD,09/01/2019,76,69.89,-7.01,23.45,4.07
trelew,40,AR,09/01/2019,39,46.4,-43.25,-65.31,16.11
launceston,40,AU,09/01/2019,76,54.0,-41.43,147.14,4.7
san francisco,96,CO,09/01/2019,98,49.91,1.17,-76.88,1.21
west odessa,1,US,09/01/2019,35,91.4,31.84,-102.48,5.82
ozark,40,US,09/01/2019,83,81.0,37.02,-93.21,5.21
cap malheureux,0,MU,09/01/2019,85,69.01,-19.98,57.61,1.99
sobolevo,0,RU,09/01/2019,93,56.93,54.43,31.9,4.54
whitianga,78,NZ,09/01/2019,73,64.0,-36.83,175.7,4.0
beavercreek,1,US,09/01/2019,88,77.0,39.71,-84.06,2.82
pringsewu,76,ID,09/01/2019,92,70.97,-5.36,104.98,0.43
half moon bay,1,US,09/01/2019,88,86.0,37.46,-122.43,16.11
khatanga,27,RU,09/01/2019,88,38.03,71.98,102.47,9.82
karakol,45,KG,09/01/2019,68,53.33,42.49,78.39,10.92
lorvao,0,PT,09/01/2019,93,66.99,40.26,-8.32,3.36
bila krynytsya,18,UA,09/01/2019,100,59.0,50.64,29.47,4.72
hailar,32,CN,09/01/2019,78,54.77,49.2,119.7,3.87
perth,40,AU,09/01/2019,93,64.0,-31.95,115.86,6.93
gunnedah,0,AU,09/01/2019,39,68.0,-30.98,150.25,5.82
miri,45,NG,09/01/2019,89,68.99,10.31,9.75,1.34
esperantina,69,BR,09/01/2019,65,81.05,-3.89,-42.23,7.61
kilrush,40,IE,09/01/2019,93,55.0,51.96,-8.06,8.05
juba,45,EE,09/01/2019,93,57.0,57.82,26.93,3.36
flagstaff,1,US,09/01/2019,30,89.01,35.2,-111.65,8.05
seoul,1,KR,09/01/2019,83,77.0,37.57,126.98,4.7
savalou,100,BJ,09/01/2019,97,72.59,7.93,1.98,4.94
seguin,1,US,09/01/2019,55,91.4,29.57,-97.96,4.7
ahuimanu,90,US,09/01/2019,66,89.6,21.44,-157.84,10.29
mantua,36,IT,09/01/2019,83,75.2,45.16,10.79,4.7
novo aripuana,76,BR,09/01/2019,48,86.09,-5.12,-60.38,1.45
manga,40,PK,09/01/2019,83,75.2,31.31,74.05,5.82
abu samrah,0,SY,09/01/2019,79,70.43,35.3,37.18,8.95
san quintin,62,PH,09/01/2019,80,78.71,17.54,120.52,2.39
amberley,0,NZ,09/01/2019,62,59.0,-43.15,172.73,11.41
odienne,82,CI,09/01/2019,97,72.05,9.51,-7.57,10.04
xinpu,100,CN,09/01/2019,94,70.79,27.63,119.93,1.97
chernyshevskiy,49,RU,09/01/2019,76,53.51,63.01,112.47,1.95
havre-saint-pierre,40,CA,09/01/2019,87,48.2,50.23,-63.6,8.05
los llanos de aridane,75,ES,09/01/2019,69,73.4,28.66,-17.92,16.11
caravelas,91,BR,09/01/2019,85,72.95,-17.73,-39.27,10.69
hofn,93,IS,09/01/2019,82,31.37,64.25,-15.21,13.47
golden,40,US,09/01/2019,14,95.0,39.76,-105.22,3.36
ochamchira,37,GE,09/01/2019,75,68.99,42.71,41.47,7.02
sampit,83,ID,09/01/2019,84,77.81,-2.54,112.95,1.32
robe,61,ET,09/01/2019,82,48.11,7.12,40.01,4.9
osoyoos,40,CA,09/01/2019,37,87.8,49.03,-119.47,8.05
turbat,2,PK,09/01/2019,64,83.39,26.0,63.05,4.76
asamankese,75,GH,09/01/2019,94,75.2,5.86,-0.66,8.05
gornyak,0,KZ,09/01/2019,71,46.31,51.0,81.46,2.55
biscarrosse,0,FR,09/01/2019,87,64.99,44.41,-1.18,3.36
hamilton,90,CA,09/01/2019,93,66.2,43.26,-79.87,3.36
lujan,60,AR,09/01/2019,45,36.05,-46.57,-67.67,19.13
marsaxlokk,40,MT,09/01/2019,78,73.4,35.84,14.54,18.34
ust-ishim,100,RU,09/01/2019,96,43.79,57.69,71.17,7.58
atar,75,MR,09/01/2019,49,89.33,20.52,-13.05,3.09
fort pierce,40,US,09/01/2019,88,84.2,27.45,-80.33,6.93
kawalu,83,ID,09/01/2019,85,67.55,-7.38,108.21,4.59
salta,0,AR,09/01/2019,48,60.8,-24.79,-65.41,3.36
fare,70,PF,09/01/2019,77,74.93,-16.7,-151.02,13.24
saint-joseph,0,FR,09/01/2019,77,73.99,43.56,6.97,3.36
igarka,54,RU,09/01/2019,81,49.37,67.47,86.57,6.8
vestmannaeyjar,0,IS,09/01/2019,64,47.93,63.44,-20.27,14.65
nikki,100,BJ,09/01/2019,94,71.33,9.94,3.21,4.45
parabel,100,RU,09/01/2019,93,46.31,58.71,81.5,10.78
hami,15,CN,09/01/2019,17,79.61,42.84,93.51,5.79
opuwo,3,NA,09/01/2019,70,54.95,-18.06,13.84,1.86
tocopilla,80,CL,09/01/2019,83,56.39,-22.09,-70.2,8.97
xuddur,13,SO,09/01/2019,75,71.69,4.12,43.89,18.23
aykhal,75,RU,09/01/2019,70,48.2,65.95,111.51,2.24
samfya,0,ZM,09/01/2019,36,63.05,-11.37,29.56,4.27
karratha,0,AU,09/01/2019,32,77.99,-20.74,116.85,17.45
macae,0,BR,09/01/2019,83,73.4,-22.37,-41.79,11.41
russell,1,US,09/01/2019,65,82.4,38.9,-98.86,12.75
ca mau,100,VN,09/01/2019,87,79.07,9.18,105.15,6.49
porto velho,20,BR,09/01/2019,78,80.6,-8.75,-63.87,1.3
casablanca,75,MA,09/01/2019,100,73.0,33.6,-7.62,8.05
bagotville,0,AU,09/01/2019,53,73.99,-28.98,153.42,11.41
luderitz,56,NA,09/01/2019,38,59.0,-26.65,15.16,3.36
matara,0,BI,09/01/2019,67,54.59,-3.48,29.48,1.25
tutoia,47,BR,09/01/2019,88,74.39,-2.76,-42.27,4.56
vyshneve,0,UA,09/01/2019,87,63.0,50.39,30.37,2.24
san jose,68,HN,09/01/2019,90,68.63,14.25,-87.96,1.83
bintulu,75,MY,09/01/2019,88,80.6,3.17,113.03,3.36
mikhaylovka,89,RU,09/01/2019,92,57.11,52.96,103.29,4.56
abapo,0,BO,09/01/2019,37,54.77,-18.83,-63.47,1.34
warrnambool,0,AU,09/01/2019,92,57.0,-38.38,142.48,11.01
bage,100,IN,09/01/2019,99,69.17,12.95,75.85,2.39
sitka,2,US,09/01/2019,73,82.99,37.17,-99.65,15.01
gubin,83,PL,09/01/2019,71,66.0,51.95,14.73,3.0
ivanivka,3,UA,09/01/2019,44,68.81,46.71,34.54,6.08
rabo de peixe,40,PT,09/01/2019,77,71.01,37.8,-25.58,10.29
jiquinlaca,50,HN,09/01/2019,80,77.45,14.0,-88.35,0.98
jalu,0,LY,09/01/2019,45,77.09,29.03,21.55,11.32
ozernovskiy,90,RU,09/01/2019,92,50.27,51.5,156.52,4.92
alice springs,0,AU,09/01/2019,7,75.2,-23.7,133.88,8.05
nome,1,US,09/01/2019,55,91.4,30.04,-94.42,4.7
frutal,71,BR,09/01/2019,44,79.43,-20.02,-48.93,8.32
tiarei,75,PF,09/01/2019,61,80.6,-17.53,-149.33,8.05
astana,75,KZ,09/01/2019,87,46.4,51.13,71.43,11.18
comodoro rivadavia,0,AR,09/01/2019,60,39.2,-45.87,-67.48,8.05
hoquiam,75,US,09/01/2019,88,77.0,46.98,-123.89,9.17
ahipara,79,NZ,09/01/2019,100,64.0,-35.17,173.16,2.77
oyama,40,JP,09/01/2019,65,93.99,36.31,139.8,3.36
puerto leguizamo,87,CO,09/01/2019,87,76.37,-0.19,-74.78,2.93
kologriv,99,RU,09/01/2019,93,46.13,58.83,44.31,2.77
kanye,0,BW,09/01/2019,8,50.81,-24.98,25.34,7.81
saint-augustin,90,CA,09/01/2019,56,69.8,45.63,-73.98,12.75
wenatchee,1,US,09/01/2019,25,87.8,47.42,-120.31,4.7
bambanglipuro,92,ID,09/01/2019,81,74.39,-7.95,110.28,12.01
palmeirais,74,BR,09/01/2019,35,81.59,-5.97,-43.06,3.56
basco,1,US,09/01/2019,88,77.0,40.33,-91.2,3.09
baruun-urt,45,MN,09/01/2019,59,63.23,46.68,113.28,7.61
talcahuano,0,CL,09/01/2019,76,48.2,-36.72,-73.12,13.87
gorele,75,TR,09/01/2019,69,75.2,41.03,39.0,8.05
moussoro,60,TD,09/01/2019,53,83.03,13.64,16.49,8.55
soyo,75,AO,09/01/2019,86,71.33,-6.13,12.37,10.18
qabaqcol,40,AZ,09/01/2019,72,64.4,41.72,46.26,9.17
keti bandar,100,PK,09/01/2019,87,81.77,24.14,67.45,10.16
tiznit,39,MA,09/01/2019,95,65.39,29.7,-9.73,8.68
buin,0,CL,09/01/2019,38,59.0,-33.73,-70.74,6.93
dudinka,90,RU,09/01/2019,100,44.6,69.41,86.18,11.18
bud,87,NO,09/01/2019,76,50.0,62.91,6.91,10.29
johnson city,75,US,09/01/2019,64,77.0,36.31,-82.35,1.86
ashcroft,0,AU,09/01/2019,59,69.01,-33.91,150.9,16.11
dunedin,41,NZ,09/01/2019,73,51.35,-45.87,170.5,0.22
winneba,75,GH,09/01/2019,94,75.2,5.35,-0.62,8.05
bakuriani,17,GE,09/01/2019,82,53.33,41.75,43.53,3.74
inuvik,20,CA,09/01/2019,34,53.6,68.36,-133.71,10.29
carutapera,59,BR,09/01/2019,82,78.71,-1.2,-46.02,7.74
lasa,0,CY,09/01/2019,77,78.8,34.92,32.53,9.17
iskateley,51,RU,09/01/2019,91,40.55,67.68,53.15,3.42
fuyu,72,CN,09/01/2019,73,63.23,47.79,124.46,2.73
kjollefjord,46,NO,09/01/2019,83,56.03,70.95,27.35,21.7
maningrida,72,AU,09/01/2019,58,77.09,-12.05,134.23,9.35
kautokeino,76,NO,09/01/2019,91,54.95,69.01,23.04,19.95
mangrol,40,IN,09/01/2019,94,78.8,25.33,76.51,4.32
aplahoue,98,BJ,09/01/2019,96,72.95,6.93,1.68,7.11
baran,40,IN,09/01/2019,94,78.8,25.1,76.52,6.93
kincardine,90,CA,09/01/2019,74,64.99,44.18,-81.63,10.04
okha,98,RU,09/01/2019,92,54.77,53.59,142.95,11.59
wadi maliz,40,TN,09/01/2019,94,68.0,36.47,8.55,9.17
saint anthony,1,US,09/01/2019,11,93.2,43.97,-111.68,10.29
millau,90,FR,09/01/2019,100,59.0,44.1,3.08,5.82
halifax,20,CA,09/01/2019,72,62.01,44.65,-63.58,6.93
verkhnevilyuysk,55,RU,09/01/2019,73,58.01,63.45,120.31,3.04
gorontalo,33,ID,09/01/2019,65,79.43,0.54,123.06,7.0
honiara,75,SB,09/01/2019,66,89.6,-9.43,159.96,4.7
hamina,0,FI,09/01/2019,100,55.0,60.57,27.2,6.93
bijar,0,IR,09/01/2019,82,50.45,35.87,47.6,0.72
valdivia,0,CL,09/01/2019,75,42.8,-39.81,-73.25,5.82
prince george,20,CA,09/01/2019,56,71.01,53.92,-122.75,6.93
hanmer springs,0,NZ,09/01/2019,59,50.45,-42.52,172.83,2.42
vallenar,0,CL,09/01/2019,86,47.93,-28.58,-70.76,1.23
kaabong,0,UG,09/01/2019,85,63.77,3.51,34.14,2.77
tacna,75,PE,09/01/2019,82,60.8,-18.01,-70.25,6.93
campo alegre,75,BR,09/01/2019,94,73.4,-9.78,-36.36,4.7
berdigestyakh,100,RU,09/01/2019,70,56.03,62.1,126.7,3.71
pacific grove,1,US,09/01/2019,50,93.99,36.62,-121.92,9.17
burnie,32,AU,09/01/2019,66,55.0,-41.05,145.91,4.0
cedeno,68,CO,09/01/2019,99,51.35,7.05,-72.16,0.78
ipixuna,0,BR,09/01/2019,88,78.8,-1.76,-48.8,9.17
cankuzo,1,BI,09/01/2019,77,63.95,-3.22,30.55,0.69
luangwa,19,MZ,09/01/2019,54,73.31,-15.62,30.4,5.64
