City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
asosa,100,ET,1567377272,82,63.79,10.07,34.53,3.8
westport,1,US,1567376793,60,73.0,41.14,-73.36,12.75
chumikan,63,RU,1567377272,59,57.13,54.72,135.31,6.33
sayyan,49,YE,1567377273,57,75.31,15.17,44.32,3.02
bushehr,0,IR,1567377273,47,95.0,28.97,50.84,9.17
kieta,11,PG,1567376722,76,81.08,-6.22,155.63,6.17
dawson creek,20,CA,1567377274,72,62.6,55.76,-120.23,5.82
baghdad,0,IQ,1567377139,30,84.2,33.3,44.38,2.24
bosaso,48,SO,1567377274,73,87.73,11.28,49.18,4.38
maine-soroa,33,NE,1567377275,54,83.95,13.21,12.02,8.32
mudgee,0,AU,1567377275,75,51.01,-32.6,149.59,3.36
anshun,50,CN,1567377276,90,60.73,26.25,105.93,3.69
alacranes,75,CU,1567377276,70,86.0,22.77,-81.57,9.17
bielawa,40,PL,1567377276,82,68.0,50.69,16.62,10.29
puerto baquerizo moreno,75,EC,1567377276,78,73.4,-0.9,-89.6,16.11
sindou,100,BF,1567377277,92,72.97,10.66,-5.16,3.69
yamethin,92,MM,1567377278,92,74.23,20.43,96.14,9.6
high level,90,CA,1567377278,67,60.8,58.52,-117.13,8.05
hirara,20,JP,1567377278,94,82.4,24.8,125.28,6.93
bakel,33,SN,1567377279,77,80.17,14.9,-12.46,12.12
tiarei,75,PF,1567376853,69,78.8,-17.53,-149.33,4.7
kungurtug,91,RU,1567377279,78,50.47,50.6,97.53,2.62
repcelak,0,HU,1567377280,88,68.0,47.42,17.02,10.33
nome,40,US,1567377280,44,96.01,30.04,-94.42,9.17
cidreira,76,BR,1567376774,57,56.96,-30.17,-50.22,3.47
bogoslovka,46,RU,1567377280,96,45.07,56.8,86.72,4.81
sapozhok,92,RU,1567377281,80,54.0,53.94,40.68,5.32
honiara,40,SB,1567377281,74,86.0,-9.43,159.96,3.6
imphal,3,IN,1567377281,94,69.73,24.8,93.94,1.9
svetlaya,36,RU,1567377282,61,64.87,46.54,138.33,12.08
sigli,88,ID,1567377282,90,73.69,5.38,95.96,3.96
pangody,100,RU,1567377128,92,53.17,65.85,74.49,12.37
ovsyanka,0,RU,1567377283,53,61.99,53.58,126.91,2.44
bayir,0,TR,1567377283,83,70.0,37.27,28.22,2.24
yar-sale,2,RU,1567376804,87,47.06,66.83,70.83,15.97
warren,40,US,1567377283,77,68.0,42.48,-83.03,3.36
coahuayana,30,MX,1567377284,75,82.15,18.62,-100.35,1.5
cochrane,15,CL,1567377284,95,23.65,-47.25,-72.57,3.49
nioki,61,CD,1567377284,80,76.39,-2.72,17.69,3.13
noumea,90,NC,1567377285,94,75.0,-22.28,166.46,2.24
mbale,12,UG,1567377285,84,65.05,1.07,34.17,1.66
marathon,90,CA,1567377285,93,57.2,48.72,-86.38,4.7
ende,100,ID,1567377286,75,74.95,-8.84,121.65,4.97
sao filipe,100,CV,1567376843,81,80.0,14.9,-24.5,4.38
taft,100,PH,1567377286,92,76.39,11.9,125.42,7.81
oranjestad,20,AW,1567376772,74,86.0,12.52,-70.03,23.04
clearwater,40,US,1567377177,88,82.0,27.97,-82.8,5.82
caconda,0,AO,1567377287,68,55.33,-13.73,15.06,1.72
mana,100,NG,1567376855,63,84.14,13.03,5.27,5.48
college,75,US,1567376843,48,66.2,64.86,-147.8,10.29
prince george,90,CA,1567377288,63,71.01,53.92,-122.75,8.05
lanzhou,0,CN,1567377288,100,48.2,36.06,103.82,4.47
cedar city,1,US,1567376824,8,93.2,37.68,-113.06,4.7
la sarre,100,CA,1567377289,61,61.99,48.8,-79.2,7.9
lagoa,0,PT,1567376764,88,75.99,37.14,-8.45,4.7
lujan,58,AR,1567377289,49,35.89,-46.57,-67.67,20.11
hanyang,95,CN,1567377290,87,67.03,32.14,105.51,2.62
itupiranga,20,BR,1567377290,62,86.0,-5.13,-49.33,4.7
launceston,75,AU,1567377291,87,48.2,-41.43,147.14,1.12
benemerito de las americas,44,MX,1567377291,67,80.35,16.52,-90.64,4.76
soligalich,73,RU,1567377291,95,51.01,59.08,42.29,3.2
great yarmouth,3,GB,1567377292,76,54.0,52.61,1.73,8.05
salamiyah,0,SY,1567377292,87,67.39,35.01,37.05,5.97
houma,40,CN,1567377292,57,71.71,35.63,111.36,6.26
flinders,0,AU,1567376798,66,64.99,-34.58,150.85,4.7
kaspiyskiy,1,RU,1567377293,83,60.55,45.39,47.37,3.42
gorontalo,17,ID,1567377131,64,79.63,0.54,123.06,6.93
usinsk,66,RU,1567377294,90,43.99,66.0,57.56,12.77
kochevo,26,BG,1567377294,37,71.6,42.1,24.92,9.17
tarauaca,33,BR,1567377294,65,79.27,-8.16,-70.77,3.49
dobeln,0,DE,1567377295,72,64.0,51.12,13.12,5.82
sola,2,TZ,1567376760,67,71.72,-3.17,33.8,7.61
gao,40,ML,1567377295,32,91.69,16.28,-0.04,9.48
baffa,9,PK,1567377296,67,65.77,34.44,73.22,3.71
santa maria del oro,75,MX,1567377297,48,74.95,25.95,-105.37,12.84
sangar,69,RU,1567377297,57,59.83,63.92,127.47,1.45
baruun-urt,27,MN,1567376799,77,54.44,46.68,113.28,2.39
kitgum,0,UG,1567377298,91,65.05,3.3,32.88,1.95
bathsheba,40,BB,1567376847,78,82.4,13.22,-59.52,12.75
digras,100,IN,1567377298,93,72.97,20.1,77.72,11.07
lillooet,40,CA,1567377299,30,82.4,50.69,-121.94,19.46
huarmey,6,PE,1567376746,90,60.56,-10.07,-78.15,13.13
northam,0,AU,1567376708,76,53.6,-31.65,116.67,11.41
okrika,100,NG,1567377299,95,72.97,5.52,7.78,3.56
ovalle,8,CL,1567377300,80,47.95,-30.6,-71.2,2.35
ormara,57,PK,1567377300,82,80.89,25.21,64.64,8.55
takoradi,92,GH,1567377300,94,73.51,4.89,-1.75,5.99
novobiryusinskiy,30,RU,1567377301,92,50.65,56.96,97.71,2.3
lima,90,PE,1567377127,77,62.6,-12.06,-77.04,8.05
vuktyl,38,RU,1567377301,94,42.19,63.86,57.31,11.07
kuybysheve,1,UA,1567377302,55,63.25,47.36,36.65,1.63
gornopravdinsk,89,RU,1567377302,97,48.13,60.06,69.92,9.19
sinnamary,92,GF,1567377302,79,81.43,5.38,-52.96,16.62
saint-augustin,75,CA,1567376828,56,73.4,45.63,-73.98,6.93
haines junction,100,CA,1567376727,55,54.8,60.75,-137.51,8.43
san jose,90,HN,1567376571,48,84.2,14.25,-87.96,9.17
ajjampur,100,IN,1567377304,91,69.01,13.73,76.01,12.03
kirksville,1,US,1567377053,65,80.6,40.19,-92.58,8.05
kahului,40,US,1567376742,59,89.6,20.89,-156.47,24.16
huangchuan,20,CN,1567377304,93,64.0,24.57,102.46,2.24
ceres,99,BR,1567377305,28,78.73,-15.31,-49.6,2.66
taiyuan,0,CN,1567377305,87,55.4,37.86,112.56,2.24
tateyama,75,JP,1567377305,88,75.0,36.66,137.31,1.12
wajima,100,JP,1567377306,89,69.91,37.4,136.9,7.23
riachao,70,BR,1567377306,31,83.41,-7.36,-46.62,4.59
turka,89,RU,1567377306,92,52.27,52.95,108.22,18.92
grand gaube,20,MU,1567376798,82,69.01,-20.01,57.66,15.55
calderitas,40,MX,1567377307,58,87.8,18.55,-88.26,5.84
mvuma,80,ZW,1567377307,86,56.05,-19.28,30.53,8.86
tessalit,33,ML,1567377308,19,96.19,20.2,1.01,8.48
hualmay,59,PE,1567376721,87,60.56,-11.1,-77.61,11.99
yagoua,92,CM,1567377308,81,73.15,10.34,15.23,7.09
solnechnyy,96,RU,1567377308,97,51.55,50.72,136.64,5.21
klaksvik,95,FO,1567376870,81,50.0,62.23,-6.59,11.41
kouroussa,77,GN,1567377309,97,71.53,10.65,-9.88,2.91
ongandjera,0,NA,1567377309,18,62.53,-17.88,15.07,6.49
zeulenroda,100,DE,1567377310,63,63.0,50.65,11.98,6.93
kati,20,ML,1567377310,74,82.4,12.75,-8.07,5.82
candido mota,79,BR,1567377311,87,70.27,-22.75,-50.39,3.49
aldan,80,RU,1567377311,64,56.23,58.61,125.39,2.86
dom pedrito,8,BR,1567377311,77,47.95,-30.98,-54.67,4.99
buraydah,20,SA,1567377312,23,93.2,26.33,43.97,5.82
abu kamal,0,SY,1567377312,34,78.73,34.45,40.92,9.95
talcahuano,0,CL,1567377313,66,53.6,-36.72,-73.12,17.22
sokoni,0,CD,1567377313,34,64.51,-12.89,28.78,5.48
sabha,4,LY,1567377313,36,82.87,27.03,14.43,5.82
storsteinnes,100,NO,1567377314,93,55.4,69.24,19.23,16.11
azle,1,US,1567377314,43,95.0,32.9,-97.55,5.82
muros,75,ES,1567377314,77,66.0,42.77,-9.06,13.87
damavand,0,IR,1567377314,29,77.0,35.72,52.07,4.7
